"cod_unico","hda_nombre","NDVI","NBR","Alerta_Combustion"
"CC002110000114",NA,NA,NA,NA
"CC002110000190",NA,NA,NA,NA
"CC002110000170",NA,NA,NA,NA
"CC002110000170",NA,NA,NA,NA
"CC002112000241",NA,NA,NA,NA
"CC002112000241",NA,NA,NA,NA
"CC002112000241",NA,NA,NA,NA
"CC002112000260",NA,NA,NA,NA
"CC002112000260",NA,NA,NA,NA
"CC002112000261",NA,NA,NA,NA
"CC002112000260",NA,NA,NA,NA
"CC002112000260",NA,NA,NA,NA
"CC002110000050",NA,NA,NA,NA
"CC002110000050",NA,NA,NA,NA
"CC002112000401",NA,NA,NA,NA
"CC002112000401",NA,NA,NA,NA
"CC002112000401",NA,NA,NA,NA
"CC002112000401",NA,NA,NA,NA
"CC002112000432",NA,NA,NA,NA
"CC000780000020",NA,NA,NA,NA
"CC000780000020",NA,NA,NA,NA
"CC000780000010",NA,NA,NA,NA
"CC000780000030",NA,NA,NA,NA
"CC000780000031",NA,NA,NA,NA
"CC000780000041",NA,NA,NA,NA
"CC000780000041",NA,NA,NA,NA
"CC000780000030",NA,NA,NA,NA
"CC000780000041",NA,NA,NA,NA
"CC000780000041",NA,NA,NA,NA
"CC000780000040",NA,NA,NA,NA
"CC000780000041",NA,NA,NA,NA
"CC000780000041",NA,NA,NA,NA
"CC000780000070",NA,NA,NA,NA
"CC000780000050",NA,NA,NA,NA
"CC000780000050",NA,NA,NA,NA
"CC000780000080",NA,NA,NA,NA
"CC000780000080",NA,NA,NA,NA
"CC000780000100",NA,NA,NA,NA
"CC000780000105",NA,NA,NA,NA
"CC000780000110",NA,NA,NA,NA
"CC000780000110",NA,NA,NA,NA
"CC000780000110",NA,NA,NA,NA
"CC000780000110",NA,NA,NA,NA
"CC000780000120",NA,NA,NA,NA
"CC000780000140",NA,NA,NA,NA
"CC000780000140",NA,NA,NA,NA
"CC000780000140",NA,NA,NA,NA
"CC000780000130",NA,NA,NA,NA
"CC000780000130",NA,NA,NA,NA
"CC000780000090",NA,NA,NA,NA
"CC000780000060",NA,NA,NA,NA
"CC000780000061",NA,NA,NA,NA
"CC000780000071",NA,NA,NA,NA
"CC000780000090",NA,NA,NA,NA
"CC000780000031",NA,NA,NA,NA
"CC000780000041",NA,NA,NA,NA
"CC000780000090",NA,NA,NA,NA
"CC000780000140",NA,NA,NA,NA
"CC000780000130",NA,NA,NA,NA
"CC000780000132",NA,NA,NA,NA
"CC000780000132",NA,NA,NA,NA
"CC000780000132",NA,NA,NA,NA
"CC000780000130",NA,NA,NA,NA
"CC000780000130",NA,NA,NA,NA
"CC000780000140",NA,NA,NA,NA
"CC000780000132",NA,NA,NA,NA
"CC002112000400",NA,NA,NA,NA
"CC002112000400",NA,NA,NA,NA
"CC002110000200",NA,NA,NA,NA
"CC002110000026",NA,NA,NA,NA
"CC002110000024",NA,NA,NA,NA
"CC002110000022",NA,NA,NA,NA
"CC002110000260",NA,NA,NA,NA
"CC002110000131",NA,NA,NA,NA
"CC002110000131",NA,NA,NA,NA
"CC002110000130",NA,NA,NA,NA
"CC002110000082",NA,NA,NA,NA
"CC002110000130",NA,NA,NA,NA
"CC002110000014",NA,NA,NA,NA
"CC002110000014",NA,NA,NA,NA
"CC002110000014",NA,NA,NA,NA
"CC002110000014",NA,NA,NA,NA
"CC002110000080",NA,NA,NA,NA
"CC002110000070",NA,NA,NA,NA
"CC002110000070",NA,NA,NA,NA
"CC002110000070",NA,NA,NA,NA
"CC002110000070",NA,NA,NA,NA
"CC002110000070",NA,NA,NA,NA
"CC002110000251",NA,NA,NA,NA
"CC002110000252",NA,NA,NA,NA
"CC002112000241",NA,NA,NA,NA
"CC000646000010",NA,NA,NA,NA
"CC000792000040",NA,NA,NA,NA
"CC000792000044",NA,NA,NA,NA
"CC000792000044",NA,NA,NA,NA
"CC000792000042",NA,NA,NA,NA
"CC000792000010",NA,NA,NA,NA
"CC000792000020",NA,NA,NA,NA
"CC000792000030",NA,NA,NA,NA
"CC000792000031",NA,NA,NA,NA
"CC002110000140",NA,NA,NA,NA
"CC000515000010",NA,NA,NA,NA
"CC000515000010",NA,NA,NA,NA
"CC000792000020",NA,NA,NA,NA
"CC000729000010",NA,NA,NA,NA
"CC000729000010",NA,NA,NA,NA
"CC002110000231",NA,NA,NA,NA
"CC002110000231",NA,NA,NA,NA
"CC002110000231",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000202",NA,NA,NA,NA
"CC002110000241",NA,NA,NA,NA
"CC002110000241",NA,NA,NA,NA
"CC002110000171",NA,NA,NA,NA
"CC000646000011",NA,NA,NA,NA
"CC000764000011",NA,NA,NA,NA
"CC000764000010",NA,NA,NA,NA
"CC000785000010",NA,NA,NA,NA
"CC000551000010",NA,NA,NA,NA
"CC000690000010",NA,NA,NA,NA
"CC002110000117",NA,NA,NA,NA
"CC002110000154",NA,NA,NA,NA
"CC002110000155",NA,NA,NA,NA
"CC002110000155",NA,NA,NA,NA
"CC002110000155",NA,NA,NA,NA
"CC002110000155",NA,NA,NA,NA
"CC002110000150",NA,NA,NA,NA
"CC002110000150",NA,NA,NA,NA
"CC002110000040",NA,NA,NA,NA
"CC002110000040",NA,NA,NA,NA
"CC002110000040",NA,NA,NA,NA
"CC002110000117",NA,NA,NA,NA
"CC002110000210",NA,NA,NA,NA
"CC002110000092",NA,NA,NA,NA
"CC002110000093",NA,NA,NA,NA
"CC002110000092",NA,NA,NA,NA
"CC002110000092",NA,NA,NA,NA
"CC002110000093",NA,NA,NA,NA
"CC000560000010",NA,NA,NA,NA
"CC000409000020",NA,NA,NA,NA
"CC000409000020",NA,NA,NA,NA
"CC000409000020",NA,NA,NA,NA
"CC000409000020",NA,NA,NA,NA
"CC000409000030",NA,NA,NA,NA
"CC000409000050",NA,NA,NA,NA
"CC000409000050",NA,NA,NA,NA
"CC000409000050",NA,NA,NA,NA
"CC000409000050",NA,NA,NA,NA
"CC000409000050",NA,NA,NA,NA
"CC000784000040",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000011",NA,NA,NA,NA
"CC000784000020",NA,NA,NA,NA
"CC000784000020",NA,NA,NA,NA
"CC000784000050",NA,NA,NA,NA
"CC000784000081",NA,NA,NA,NA
"CC000784000081",NA,NA,NA,NA
"CC000784000080",NA,NA,NA,NA
"CC000784000081",NA,NA,NA,NA
"CC000784000011",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000010",NA,NA,NA,NA
"CC000784000011",NA,NA,NA,NA
"CC000784000020",NA,NA,NA,NA
"CC000784000020",NA,NA,NA,NA
"CC000784000081",NA,NA,NA,NA
"CC000784000080",NA,NA,NA,NA
"CC000784000081",NA,NA,NA,NA
"CC000784000011",NA,NA,NA,NA
"CC000784000030",NA,NA,NA,NA
"CC000784000030",NA,NA,NA,NA
"CC000784000090",NA,NA,NA,NA
"CC000784000040",NA,NA,NA,NA
"CC000784000090",NA,NA,NA,NA
"CC000784000090",NA,NA,NA,NA
"CC000784000071",NA,NA,NA,NA
"CC000409000090",NA,NA,NA,NA
"CC000409000080",NA,NA,NA,NA
"CC000409000070",NA,NA,NA,NA
"CC000409000070",NA,NA,NA,NA
"CC000409000080",NA,NA,NA,NA
"CC000409000090",NA,NA,NA,NA
"CC000409000110",NA,NA,NA,NA
"CC000409000120",NA,NA,NA,NA
"CC000409000120",NA,NA,NA,NA
"CC000409000120",NA,NA,NA,NA
"CC000409000090",NA,NA,NA,NA
"CC000409000090",NA,NA,NA,NA
"CC000409000070",NA,NA,NA,NA
"CC000409000070",NA,NA,NA,NA
"CC000409000060",NA,NA,NA,NA
"CC000409000090",NA,NA,NA,NA
"CC000409000100",NA,NA,NA,NA
"CC000784000071",NA,NA,NA,NA
"CC000784000070",NA,NA,NA,NA
"CC000784000050",NA,NA,NA,NA
"CC000684000050",NA,NA,NA,NA
"CC000684000440",NA,NA,NA,NA
"CC000684000230",NA,NA,NA,NA
"CC000751000010",NA,NA,NA,NA
"CC000751000010",NA,NA,NA,NA
"CC000751000010",NA,NA,NA,NA
"CC000684000440",NA,NA,NA,NA
"CC000684000440",NA,NA,NA,NA
"CC000684000440",NA,NA,NA,NA
"CC000684000200",NA,NA,NA,NA
"CC000684000200",NA,NA,NA,NA
"CC000684000200",NA,NA,NA,NA
"CC000684000190",NA,NA,NA,NA
"CC000684000190",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000150",NA,NA,NA,NA
"CC000684000120",NA,NA,NA,NA
"CC000684000120",NA,NA,NA,NA
"CC000684000110",NA,NA,NA,NA
"CC000684000110",NA,NA,NA,NA
"CC000684000110",NA,NA,NA,NA
"CC000684000120",NA,NA,NA,NA
"CC000684000120",NA,NA,NA,NA
"CC000468000012",NA,NA,NA,NA
"CC000468000010",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000110",NA,NA,NA,NA
"CC000684000010",NA,NA,NA,NA
"CC000684000010",NA,NA,NA,NA
"CC000684000010",NA,NA,NA,NA
"CC000684000010",NA,NA,NA,NA
"CC000684000020",NA,NA,NA,NA
"CC000684000020",NA,NA,NA,NA
"CC000684000020",NA,NA,NA,NA
"CC000684000020",NA,NA,NA,NA
"CC000684000020",NA,NA,NA,NA
"CC000684000020",NA,NA,NA,NA
"CC000684000020",NA,NA,NA,NA
"CC000520000020",NA,NA,NA,NA
"CC000520000021",NA,NA,NA,NA
"CC000519000061",NA,NA,NA,NA
"CC000516000041",NA,NA,NA,NA
"CC000516000040",NA,NA,NA,NA
"CC000459000012",NA,NA,NA,NA
"CC000459000010",NA,NA,NA,NA
"CC000459000010",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000180",NA,NA,NA,NA
"CC000684000180",NA,NA,NA,NA
"CC000684000092",NA,NA,NA,NA
"CC000684000230",NA,NA,NA,NA
"CC000684000040",NA,NA,NA,NA
"CC000684000041",NA,NA,NA,NA
"CC000684000091",NA,NA,NA,NA
"CC000684000040",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000684000041",NA,NA,NA,NA
"CC000684000131",NA,NA,NA,NA
"CC000684000131",NA,NA,NA,NA
"CC000684000131",NA,NA,NA,NA
"CC000460000056",NA,NA,NA,NA
"CC000460000061",NA,NA,NA,NA
"CC000460000061",NA,NA,NA,NA
"CC000460000051",NA,NA,NA,NA
"CC000460000051",NA,NA,NA,NA
"CC000460000051",NA,NA,NA,NA
"CC000452000010",NA,NA,NA,NA
"CC000452000010",NA,NA,NA,NA
"CC000452000010",NA,NA,NA,NA
"CC000452000010",NA,NA,NA,NA
"CC000452000010",NA,NA,NA,NA
"CC000684000070",NA,NA,NA,NA
"CC000464000010",NA,NA,NA,NA
"CC000464000010",NA,NA,NA,NA
"CC000464000010",NA,NA,NA,NA
"CC000464000010",NA,NA,NA,NA
"CC000459000012",NA,NA,NA,NA
"CC000459000011",NA,NA,NA,NA
"CC000460000050",NA,NA,NA,NA
"CC000460000050",NA,NA,NA,NA
"CC000460000051",NA,NA,NA,NA
"CC000684000091",NA,NA,NA,NA
"CC000684000040",NA,NA,NA,NA
"CC000201000031",NA,NA,NA,NA
"CC000201000031",NA,NA,NA,NA
"CC000201000035",NA,NA,NA,NA
"CC000201000035",NA,NA,NA,NA
"CC000201000028",NA,NA,NA,NA
"CC000201000035",NA,NA,NA,NA
"CC000201000035",NA,NA,NA,NA
"CC000201000011",NA,NA,NA,NA
"CC000201000011",NA,NA,NA,NA
"CC000201000011",NA,NA,NA,NA
"CC000201000011",NA,NA,NA,NA
"CC002101000020",NA,NA,NA,NA
"CC002101000031",NA,NA,NA,NA
"CC002101000021",NA,NA,NA,NA
"CC002101000021",NA,NA,NA,NA
"CC002101000010",NA,NA,NA,NA
"CC002101000070",NA,NA,NA,NA
"CC002101000070",NA,NA,NA,NA
"CC002101000071",NA,NA,NA,NA
"CC002101000071",NA,NA,NA,NA
"CC002101000040",NA,NA,NA,NA
"CC002101000041",NA,NA,NA,NA
"CC002101000060",NA,NA,NA,NA
"CC002101000060",NA,NA,NA,NA
"CC002101000060",NA,NA,NA,NA
"CC002101000040",NA,NA,NA,NA
"CC002101000040",NA,NA,NA,NA
"CC002101000060",NA,NA,NA,NA
"CC002101000041",NA,NA,NA,NA
"CC002101000040",NA,NA,NA,NA
"CC002101000020",NA,NA,NA,NA
"CC002101000100",NA,NA,NA,NA
"CC002101000100",NA,NA,NA,NA
"CC002101000090",NA,NA,NA,NA
"CC002101000090",NA,NA,NA,NA
"CC002101000030",NA,NA,NA,NA
"CC002101000030",NA,NA,NA,NA
"CC002101000102",NA,NA,NA,NA
"CC002101000102",NA,NA,NA,NA
"CC002101000031",NA,NA,NA,NA
"CC002101000080",NA,NA,NA,NA
"CC002101000080",NA,NA,NA,NA
"CC002101000080",NA,NA,NA,NA
"CC002101000050",NA,NA,NA,NA
"CC002101000080",NA,NA,NA,NA
"CC002101000080",NA,NA,NA,NA
"CC002101000050",NA,NA,NA,NA
"CC002101000050",NA,NA,NA,NA
"CC000547000020",NA,NA,NA,NA
"CC000547000020",NA,NA,NA,NA
"CC000547000010",NA,NA,NA,NA
"CC000682000550",NA,NA,NA,NA
"CC000682000520",NA,NA,NA,NA
"CC000682000490",NA,NA,NA,NA
"CC000682000480",NA,NA,NA,NA
"CC000682000460",NA,NA,NA,NA
"CC000682000530",NA,NA,NA,NA
"CC000682000540",NA,NA,NA,NA
"CC000682000491",NA,NA,NA,NA
"CC000682000500",NA,NA,NA,NA
"CC000682000140",NA,NA,NA,NA
"CC000682000150",NA,NA,NA,NA
"CC000682000160",NA,NA,NA,NA
"CC000682000150",NA,NA,NA,NA
"CC000682000190",NA,NA,NA,NA
"CC000682000200",NA,NA,NA,NA
"CC000682000200",NA,NA,NA,NA
"CC000682000210",NA,NA,NA,NA
"CC000682000210",NA,NA,NA,NA
"CC000682000210",NA,NA,NA,NA
"CC000682000210",NA,NA,NA,NA
"CC000682000170",NA,NA,NA,NA
"CC000682000170",NA,NA,NA,NA
"CC000682000180",NA,NA,NA,NA
"CC000682000180",NA,NA,NA,NA
"CC000682000190",NA,NA,NA,NA
"CC000682000160",NA,NA,NA,NA
"CC000682000470",NA,NA,NA,NA
"CC000682000470",NA,NA,NA,NA
"CC000682000450",NA,NA,NA,NA
"CC000673000010",NA,NA,NA,NA
"CC000673000010",NA,NA,NA,NA
"CC000673000010",NA,NA,NA,NA
"CC000673000010",NA,NA,NA,NA
"CC000673000010",NA,NA,NA,NA
"CC000682000480",NA,NA,NA,NA
"CC000682000460",NA,NA,NA,NA
"CC000682000500",NA,NA,NA,NA
"CC000682000520",NA,NA,NA,NA
"CC000682000540",NA,NA,NA,NA
"CC000682000530",NA,NA,NA,NA
"CC000691000030",NA,NA,NA,NA
"CC000691000030",NA,NA,NA,NA
"CC000576000010",NA,NA,NA,NA
"CC000577000021",NA,NA,NA,NA
"CC000577000020",NA,NA,NA,NA
"CC000576000010",NA,NA,NA,NA
"CC000577000021",NA,NA,NA,NA
"CC000682000530",NA,NA,NA,NA
"CC000682000550",NA,NA,NA,NA
"CC000682000520",NA,NA,NA,NA
"CC000682000520",NA,NA,NA,NA
"CC000682000160",NA,NA,NA,NA
"CC000682000160",NA,NA,NA,NA
"CC000682000150",NA,NA,NA,NA
"CC000682000150",NA,NA,NA,NA
"CC000682000170",NA,NA,NA,NA
"CC000682000180",NA,NA,NA,NA
"CC000682000180",NA,NA,NA,NA
"CC000682000010",NA,NA,NA,NA
"CC000682000010",NA,NA,NA,NA
"CC000682000020",NA,NA,NA,NA
"CC000682000060",NA,NA,NA,NA
"CC000682000050",NA,NA,NA,NA
"CC000682000070",NA,NA,NA,NA
"CC000682000080",NA,NA,NA,NA
"CC000682000061",NA,NA,NA,NA
"CC000682000070",NA,NA,NA,NA
"CC000682000020",NA,NA,NA,NA
"CC000682000080",NA,NA,NA,NA
"CC000682000082",NA,NA,NA,NA
"CC000682000082",NA,NA,NA,NA
"CC000682000030",NA,NA,NA,NA
"CC000682000030",NA,NA,NA,NA
"CC000682000030",NA,NA,NA,NA
"CC000682000040",NA,NA,NA,NA
"CC000682000040",NA,NA,NA,NA
"CC000682000070",NA,NA,NA,NA
"CC000682000080",NA,NA,NA,NA
"CC000682000080",NA,NA,NA,NA
"CC000682000061",NA,NA,NA,NA
"CC000682000070",NA,NA,NA,NA
"CC000682000040",NA,NA,NA,NA
"CC000682000040",NA,NA,NA,NA
"CC002102000030",NA,NA,NA,NA
"CC000260000010",NA,NA,NA,NA
"CC000260000050",NA,NA,NA,NA
"CC000260000010",NA,NA,NA,NA
"CC000260000050",NA,NA,NA,NA
"CC000260000050",NA,NA,NA,NA
"CC000260000050",NA,NA,NA,NA
"CC000260000010",NA,NA,NA,NA
"CC002102000011",NA,NA,NA,NA
"CC002102000011",NA,NA,NA,NA
"CC002102000010",NA,NA,NA,NA
"CC002102000013",NA,NA,NA,NA
"CC002102000012",NA,NA,NA,NA
"CC002102000012",NA,NA,NA,NA
"CC002102000011",NA,NA,NA,NA
"CC002102000012",NA,NA,NA,NA
"CC002102000020",NA,NA,NA,NA
"CC002102000020",NA,NA,NA,NA
"CC002102000020",NA,NA,NA,NA
"CC002102000020",NA,NA,NA,NA
"CC000402000030",NA,NA,NA,NA
"CC000402000080",NA,NA,NA,NA
"CC002138000020",NA,NA,NA,NA
"CC002138000020",NA,NA,NA,NA
"CC002138000020",NA,NA,NA,NA
"CC002138000020",NA,NA,NA,NA
"CC002138000021",NA,NA,NA,NA
"CC002138000020",NA,NA,NA,NA
"CC000603000032",NA,NA,NA,NA
"CC000603000031",NA,NA,NA,NA
"CC000603000032",NA,NA,NA,NA
"CC000603000030",NA,NA,NA,NA
"CC000603000040",NA,NA,NA,NA
"CC000603000040",NA,NA,NA,NA
"CC000603000046",NA,NA,NA,NA
"CC000603000081",NA,NA,NA,NA
"CC000603000081",NA,NA,NA,NA
"CC000603000081",NA,NA,NA,NA
"CC000603000080",NA,NA,NA,NA
"CC000603000010",NA,NA,NA,NA
"CC000603000011",NA,NA,NA,NA
"CC000603000071",NA,NA,NA,NA
"CC000603000071",NA,NA,NA,NA
"CC000603000070",NA,NA,NA,NA
"CC000603000060",NA,NA,NA,NA
"CC000603000050",NA,NA,NA,NA
"CC000603000050",NA,NA,NA,NA
"CC000603000050",NA,NA,NA,NA
"CC000603000050",NA,NA,NA,NA
"CC000603000090",NA,NA,NA,NA
"CC000603000091",NA,NA,NA,NA
"CC000798000030",NA,NA,NA,NA
"CC000798000030",NA,NA,NA,NA
"CC000603000060",NA,NA,NA,NA
"CC000603000061",NA,NA,NA,NA
"CC000798000031",NA,NA,NA,NA
"CC000798000030",NA,NA,NA,NA
"CC000798000022",NA,NA,NA,NA
"CC000798000020",NA,NA,NA,NA
"CC000798000020",NA,NA,NA,NA
"CC000603000060",NA,NA,NA,NA
"CC000603000020",NA,NA,NA,NA
"CC000798000031",NA,NA,NA,NA
"CC000798000010",NA,NA,NA,NA
"CC000603000071",NA,NA,NA,NA
"CC000603000080",NA,NA,NA,NA
"CC000603000080",NA,NA,NA,NA
"CC000603000020",NA,NA,NA,NA
"CC000603000022",NA,NA,NA,NA
"CC000603000022",NA,NA,NA,NA
"CC000603000015",NA,NA,NA,NA
"CC002138000034",NA,NA,NA,NA
"CC002138000034",NA,NA,NA,NA
"CC002138000034",NA,NA,NA,NA
"CC000739000010",NA,NA,NA,NA
"CC000739000010",NA,NA,NA,NA
"CC000739000013",NA,NA,NA,NA
"CC002138000060",NA,NA,NA,NA
"CC002138000060",NA,NA,NA,NA
"CC000798000031",NA,NA,NA,NA
"CC000728000012",NA,NA,NA,NA
"CC000728000012",NA,NA,NA,NA
"CC000728000010",NA,NA,NA,NA
"CC000728000010",NA,NA,NA,NA
"CC002102000030",NA,NA,NA,NA
"CC000603000030",NA,NA,NA,NA
"CC000603000030",NA,NA,NA,NA
"CC002138000032",NA,NA,NA,NA
"CC002138000032",NA,NA,NA,NA
"CC002138000070",NA,NA,NA,NA
"CC002138000070",NA,NA,NA,NA
"CC002138000070",NA,NA,NA,NA
"CC000260000050",NA,NA,NA,NA
"CC000603000046",NA,NA,NA,NA
"CC000653000070",NA,NA,NA,NA
"CC000653000070",NA,NA,NA,NA
"CC000653000060",NA,NA,NA,NA
"CC000653000060",NA,NA,NA,NA
"CC000610000080",NA,NA,NA,NA
"CC000610000120",NA,NA,NA,NA
"CC000610000130",NA,NA,NA,NA
"CC000610000100",NA,NA,NA,NA
"CC000654000140",NA,NA,NA,NA
"CC000653000030",NA,NA,NA,NA
"CC000653000040",NA,NA,NA,NA
"CC000653000050",NA,NA,NA,NA
"CC000653000020",NA,NA,NA,NA
"CC000653000010",NA,NA,NA,NA
"CC000654000130",NA,NA,NA,NA
"CC000769000030",NA,NA,NA,NA
"CC000769000030",NA,NA,NA,NA
"CC000769000030",NA,NA,NA,NA
"CC000654000140",NA,NA,NA,NA
"CC000603000092",NA,NA,NA,NA
"CC002138000053",NA,NA,NA,NA
"CC002138000053",NA,NA,NA,NA
"CC000438000020",NA,NA,NA,NA
"CC000438000041",NA,NA,NA,NA
"CC000438000020",NA,NA,NA,NA
"CC000438000020",NA,NA,NA,NA
"CC000438000020",NA,NA,NA,NA
"CC000438000010",NA,NA,NA,NA
"CC000438000031",NA,NA,NA,NA
"CC000438000061",NA,NA,NA,NA
"CC000438000050",NA,NA,NA,NA
"CC000403000010",NA,NA,NA,NA
"CC000403000010",NA,NA,NA,NA
"CC000403000010",NA,NA,NA,NA
"CC000403000010",NA,NA,NA,NA
"CC000403000020",NA,NA,NA,NA
"CC000403000020",NA,NA,NA,NA
"CC000403000020",NA,NA,NA,NA
"CC000403000030",NA,NA,NA,NA
"CC000403000050",NA,NA,NA,NA
"CC000403000030",NA,NA,NA,NA
"CC000403000040",NA,NA,NA,NA
"CC000403000070",NA,NA,NA,NA
"CC000403000060",NA,NA,NA,NA
"CC000403000060",NA,NA,NA,NA
"CC000403000060",NA,NA,NA,NA
"CC000404000110",NA,NA,NA,NA
"CC000404000110",NA,NA,NA,NA
"CC000404000100",NA,NA,NA,NA
"CC000404000100",NA,NA,NA,NA
"CC000404000130",NA,NA,NA,NA
"CC000404000143",NA,NA,NA,NA
"CC000404000144",NA,NA,NA,NA
"CC000404000140",NA,NA,NA,NA
"CC000404000141",NA,NA,NA,NA
"CC000404000101",NA,NA,NA,NA
"CC000404000101",NA,NA,NA,NA
"CC000404000101",NA,NA,NA,NA
"CC000603000024",NA,NA,NA,NA
"CC000575000070",NA,NA,NA,NA
"CC000575000080",NA,NA,NA,NA
"CC000575000090",NA,NA,NA,NA
"CC000202000030",NA,NA,NA,NA
"CC000202000030",NA,NA,NA,NA
"CC000202000060",NA,NA,NA,NA
"CC000202000060",NA,NA,NA,NA
"CC000202000020",NA,NA,NA,NA
"CC000202000010",NA,NA,NA,NA
"CC000202000050",NA,NA,NA,NA
"CC000202000040",NA,NA,NA,NA
"CC000202000052",NA,NA,NA,NA
"CC000438000060",NA,NA,NA,NA
"CC000438000030",NA,NA,NA,NA
"CC000575000060",NA,NA,NA,NA
"CC000575000060",NA,NA,NA,NA
"CC000202000030",NA,NA,NA,NA
"CC000404000141",NA,NA,NA,NA
"CC000404000140",NA,NA,NA,NA
"CC000404000110",NA,NA,NA,NA
"CC000404000110",NA,NA,NA,NA
"CC000404000110",NA,NA,NA,NA
"CC000579000040",NA,NA,NA,NA
"CC000579000043",NA,NA,NA,NA
"CC000507000010",NA,NA,NA,NA
"CC000507000031",NA,NA,NA,NA
"CC000507000031",NA,NA,NA,NA
"CC000507000010",NA,NA,NA,NA
"CC000507000030",NA,NA,NA,NA
"CC000507000010",NA,NA,NA,NA
"CC000507000050",NA,NA,NA,NA
"CC000507000050",NA,NA,NA,NA
"CC000507000050",NA,NA,NA,NA
"CC000507000050",NA,NA,NA,NA
"CC000507000050",NA,NA,NA,NA
"CC000507000010",NA,NA,NA,NA
"CC000761000042",NA,NA,NA,NA
"CC000761000030",NA,NA,NA,NA
"CC000761000020",NA,NA,NA,NA
"CC000761000040",NA,NA,NA,NA
"CC000761000044",NA,NA,NA,NA
"CC000761000045",NA,NA,NA,NA
"CC000761000010",NA,NA,NA,NA
"CC000761000030",NA,NA,NA,NA
"CC000761000060",NA,NA,NA,NA
"CC000761000060",NA,NA,NA,NA
"CC000761000050",NA,NA,NA,NA
"CC000761000050",NA,NA,NA,NA
"CC000761000015",NA,NA,NA,NA
"CC000761000015",NA,NA,NA,NA
"CC000761000015",NA,NA,NA,NA
"CC000761000015",NA,NA,NA,NA
"CC000619000010",NA,NA,NA,NA
"CC000579000060",NA,NA,NA,NA
"CC000579000060",NA,NA,NA,NA
"CC000579000060",NA,NA,NA,NA
"CC000579000040",NA,NA,NA,NA
"CC000559000010",NA,NA,NA,NA
"CC000579000043",NA,NA,NA,NA
"CC000579000043",NA,NA,NA,NA
"CC000579000040",NA,NA,NA,NA
"CC000579000040",NA,NA,NA,NA
"CC000579000043",NA,NA,NA,NA
"CC000761000015",NA,NA,NA,NA
"CC000761000020",NA,NA,NA,NA
"CC000761000020",NA,NA,NA,NA
"CC000559000020",NA,NA,NA,NA
"CC000724000030",NA,NA,NA,NA
"CC000724000030",NA,NA,NA,NA
"CC000724000031",NA,NA,NA,NA
"CC000724000031",NA,NA,NA,NA
"CC000761000012",NA,NA,NA,NA
"CC000761000046",NA,NA,NA,NA
"CC000579000040",NA,NA,NA,NA
"CC000579000020",NA,NA,NA,NA
"CC000579000020",NA,NA,NA,NA
"CC000579000020",NA,NA,NA,NA
"CC000579000020",NA,NA,NA,NA
"CC002105000190",NA,NA,NA,NA
"CC002105000264",NA,NA,NA,NA
"CC002105000270",NA,NA,NA,NA
"CC002105000250",NA,NA,NA,NA
"CC002105000250",NA,NA,NA,NA
"CC002105000185",NA,NA,NA,NA
"CC002105000050",NA,NA,NA,NA
"CC002105000050",NA,NA,NA,NA
"CC002105000050",NA,NA,NA,NA
"CC002105000050",NA,NA,NA,NA
"CC002105000201",NA,NA,NA,NA
"CC002105000202",NA,NA,NA,NA
"CC002105000261",NA,NA,NA,NA
"CC002105000261",NA,NA,NA,NA
"CC002105000190",NA,NA,NA,NA
"CC002105000250",NA,NA,NA,NA
"CC002105000261",NA,NA,NA,NA
"CC002105000265",NA,NA,NA,NA
"CC002105000150",NA,NA,NA,NA
"CC002105000150",NA,NA,NA,NA
"CC002105000170",NA,NA,NA,NA
"CC002105000170",NA,NA,NA,NA
"CC002105000170",NA,NA,NA,NA
